key,item_fat_content,item_identifier,item_MRP,item_outlet_sales,item_type,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,outlet_years,item_visibility_mean_ratio
3275,Non-Edible,NCD42,38.7506,759.012,Non-consumable,16.5,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616827
3276,Regular,FDP59,104.5648,207.7296,Food,20.85,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801947
3277,Regular,FDF34,199.9084,5753.8436,Food,9.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99361265
3278,Low Fat,DRD15,231.9642,2091.2778,Drink,10.6,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023065
3279,Regular,FDP03,121.8388,3219.8088,Food,5.15,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211822
3280,Regular,FDO20,252.6382,3532.7348,Food,12.85,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258884
3281,Non-Edible,NCY30,180.0976,3440.8544,Non-consumable,20.25,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.99825888
3282,Low Fat,DRH37,163.3526,3453.5046,Drink,17.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381144
3283,Regular,FDT10,58.8562,59.2562,Food,16.7,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196738
3284,Low Fat,FDF35,105.9938,428.7752,Food,15,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249687
3285,Regular,FDG10,55.8588,801.6232,Food,6.63,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023021
3286,Regular,FDK03,254.9356,8138.7392,Food,12.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612647
3287,Regular,FDG20,178.2028,1416.8224,Food,15.5,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447674
3288,Non-Edible,NCL07,39.548,759.012,Non-consumable,13.85,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157467
3289,Low Fat,DRD49,237.4564,715.0692,Drink,9.895,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.999223236
3290,Non-Edible,NCG55,115.2176,3206.4928,Non-consumable,16.25,OUT017,Tier 2,Small,Supermarket Type1,train,6,0.875306825
3291,Regular,FDR19,147.0102,2770.3938,Food,13.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858114
3292,Non-Edible,NCM54,129.1678,1780.3492,Non-consumable,17.7,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.996769973
3293,Low Fat,FDZ44,118.1808,234.3616,Food,8.185,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740038
3294,Regular,FDR28,161.221,1794.331,Food,13.85,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095309
3295,Low Fat,FDB51,61.4852,1314.2892,Food,6.92,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293657
3296,Low Fat,DRJ59,40.6164,308.9312,Drink,11.65,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447715
3297,Regular,FDZ43,242.7512,1938.8096,Food,11,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003293659
3298,Non-Edible,NCC54,242.1196,4097.3332,Non-consumable,17.75,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236219
3299,Regular,FDQ11,258.8988,5396.9748,Food,5.695,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034302
3300,Low Fat,DRH03,93.512,1491.392,Drink,17.25,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001019653
3301,Regular,FDX38,46.7376,47.9376,Food,10.5,OUT010,Tier 3,Small,Grocery Store,train,15,1.668704095
3302,Low Fat,DRH36,73.9696,894.8352,Drink,16.2,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472572
3303,Non-Edible,NCB06,161.492,3515.424,Non-consumable,17.6,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095303
3304,Low Fat,FDR33,108.457,2306.997,Food,7.31,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858136
3305,Low Fat,FDE47,124.0046,1618.5598,Food,14.15,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616789
3306,Low Fat,FDA10,121.6072,3430.2016,Food,20.35,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995251554
3307,Low Fat,DRI01,171.8422,2069.3064,Drink,7.97,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999356798
3308,Non-Edible,NCJ54,230.6642,4647.284,Non-consumable,9.895,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
3309,Regular,FDT14,121.144,1917.504,Food,10.695,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211822
3310,Low Fat,DRL49,144.3812,284.9624,Drink,13.15,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858121
3311,Non-Edible,NCI18,224.0746,1346.2476,Non-consumable,18.35,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249668
3312,Low Fat,FDC38,132.2942,2252.4014,Food,15.7,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776761
3313,Regular,FDS56,263.9252,6033.4796,Food,5.785,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616799
3314,Low Fat,FDX19,233.5958,2336.958,Food,19.1,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3315,Low Fat,FDU36,100.1384,2956.152,Food,6.15,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.972173245
3316,Low Fat,FDO44,109.7228,1547.3192,Food,12.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999262302
3317,Low Fat,FDG57,49.5034,291.6204,Food,14.7,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095317
3318,Regular,FDV20,125.9678,2797.6916,Food,20.2,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763773
3319,Low Fat,FDE47,126.3046,2614.5966,Food,14.15,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258888
3320,Low Fat,FDU32,120.7414,4386.2904,Food,8.785,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384463
3321,Non-Edible,NCB06,161.492,6391.68,Non-consumable,17.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612655
3322,Low Fat,FDV46,140.818,3495.45,Food,18.2,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001554742
3323,Regular,FDP45,252.2724,5033.448,Food,15.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612641
3324,Regular,FDK03,254.2356,4578.0408,Food,12.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472558
3325,Low Fat,FDX37,100.37,998.7,Food,16.2,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258884
3326,Low Fat,FDX58,182.595,3478.805,Food,13.15,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616794
3327,Low Fat,FDQ46,112.4544,2013.3792,Food,7.51,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.00124969
3328,Regular,FDL13,232.23,1398.18,Food,13.85,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381125
3329,Non-Edible,NCT30,47.4718,472.718,Non-consumable,9.1,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278114
3330,Low Fat,FDP20,125.602,632.51,Food,19.85,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249695
3331,Regular,FDH40,83.2276,1543.3244,Food,11.6,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381131
3332,Regular,FDZ25,169.379,1528.011,Food,15.7,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004073607
3333,Regular,FDU27,46.3376,2109.2544,Food,18.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.995157452
3334,Non-Edible,NCQ42,127.2678,1017.3424,Non-consumable,20.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381131
3335,Regular,FDU31,218.4508,2821.6604,Food,10.5,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763778
3336,Low Fat,FDC35,207.7638,621.1914,Food,7.435,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801942
3337,Low Fat,FDX43,167.25,2330.3,Food,5.655,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00416851
3338,Low Fat,FDU07,152.8366,1662.5026,Food,11.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472556
3339,Low Fat,DRD13,65.4168,1661.8368,Drink,15,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391718
3340,Low Fat,DRK49,39.3138,527.9794,Drink,14.15,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875255
3341,Regular,FDL12,59.522,299.61,Food,15.85,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740036
3342,Regular,FDZ08,80.6592,1651.184,Food,12.5,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.00565641
3343,Low Fat,FDA10,122.7072,1470.0864,Food,20.35,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00416852
3344,Low Fat,FDS20,181.5292,1277.0044,Food,8.85,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249694
3345,Regular,FDA07,122.4072,857.5504,Food,7.55,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278125
3346,Low Fat,FDR08,109.1886,1890.2062,Food,18.7,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999034293
3347,Low Fat,FDM44,105.099,103.199,Food,12.5,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740059
3348,Low Fat,FDI22,210.2612,418.1224,Food,12.6,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801944
3349,Non-Edible,NCM07,85.5908,1006.6896,Non-consumable,9.395,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3350,Regular,FDN46,103.1332,3281.0624,Food,7.21,OUT017,Tier 2,Small,Supermarket Type1,train,6,0.96395417
3351,Non-Edible,NCW53,194.0162,2886.243,Non-consumable,18.35,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514923
3352,Regular,FDZ51,93.3094,3046.7008,Food,11.3,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000871312
3353,Low Fat,FDT04,40.8822,628.5152,Food,17.25,OUT018,Tier 3,Medium,Supermarket Type2,train,4,0.875507402
3354,Low Fat,FDZ48,113.5544,223.7088,Food,17.75,OUT019,Tier 1,Small,Grocery Store,train,28,1.745545599
3355,Regular,FDA08,164.7526,1315.6208,Food,11.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447681
3356,Low Fat,DRN37,168.0158,1336.9264,Drink,9.6,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.003056464
3357,Low Fat,FDD35,119.144,2157.192,Food,12.15,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875266
3358,Low Fat,FDZ48,112.4544,2460.7968,Food,17.75,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.996958481
3359,Non-Edible,NCN54,76.2328,463.3968,Non-consumable,20.35,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514931
3360,Low Fat,FDU32,120.5414,1583.9382,Food,8.785,OUT013,Tier 3,High,Supermarket Type1,train,26,0.875234826
3361,Low Fat,FDK41,87.2224,3494.1184,Food,14.3,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377935
3362,Regular,FDR44,131.2968,913.4776,Food,6.11,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004073576
3363,Non-Edible,NCK29,125.173,3572.017,Non-consumable,5.615,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.768084181
3364,Regular,FDT09,129.9284,2241.0828,Food,15.15,OUT045,Tier 2,Small,Supermarket Type1,train,11,0.998980344
3365,Regular,FDR11,159.4578,3048.6982,Food,10.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472563
3366,Low Fat,FDD57,93.6094,3713.1666,Food,18.1,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612627
3367,Regular,FDT10,60.9562,355.5372,Food,16.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616806
3368,Regular,FDR51,148.9708,2257.062,Food,9.035,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004073576
3369,Non-Edible,NCK17,38.448,1198.44,Non-consumable,11,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776771
3370,Low Fat,FDY07,46.3402,275.6412,Food,11.8,OUT017,Tier 2,Small,Supermarket Type1,train,6,3.010093915
3371,Regular,FDT14,121.844,2277.036,Food,10.695,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278113
3372,Regular,FDJ21,146.2102,4228.4958,Food,16.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99438446
3373,Non-Edible,NCR42,33.79,199.74,Non-consumable,9.105,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.002597691
3374,Low Fat,DRG37,156.7972,3739.1328,Drink,16.2,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.998508454
3375,Low Fat,FDI24,175.037,352.874,Food,10.3,OUT019,Tier 1,Small,Grocery Store,train,28,1.748153005
3376,Low Fat,FDJ22,193.2504,2684.5056,Food,18.75,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258879
3377,Low Fat,FDT28,149.4708,1354.2372,Food,13.3,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258886
3378,Low Fat,FDH38,115.8808,1757.712,Food,6.425,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447648
3379,Low Fat,FDT43,53.2324,727.0536,Food,16.35,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236243
3380,Regular,FDX04,48.8376,527.3136,Food,19.6,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095283
3381,Low Fat,FDV46,139.818,838.908,Food,18.2,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656385
3382,Low Fat,FDP10,104.9622,1164.4842,Food,19,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763777
3383,Non-Edible,NCA53,47.6034,1312.2918,Non-consumable,11.395,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447717
3384,Regular,FDL52,37.1506,834.9132,Food,6.635,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.996958479
3385,Regular,FDQ32,121.9388,3962.8416,Food,17.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3386,Low Fat,FDT37,256.3014,4845.0266,Food,14.15,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.0049702
3387,Non-Edible,NCO43,100.5016,1416.8224,Non-consumable,5.5,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004073573
3388,Regular,FDI53,163.0236,1127.8652,Food,8.895,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875252
3389,Regular,FDO19,50.1034,97.2068,Food,17.7,OUT010,Tier 3,Small,Grocery Store,train,15,1.673794975
3390,Regular,FDG12,121.3098,120.5098,Food,6.635,OUT019,Tier 1,Small,Grocery Store,train,28,0.778527336
3391,Low Fat,FDG53,140.618,2376.906,Food,10,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514946
3392,Low Fat,FDK36,47.6034,1458.102,Food,7.09,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
3393,Regular,FDR55,189.5872,3403.5696,Food,12.15,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.99922324
3394,Regular,FDV16,34.5558,441.4254,Food,7.75,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656398
3395,Regular,FDS31,178.4318,2526.0452,Food,13.1,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.99534567
3396,Non-Edible,NCK06,122.2756,2059.9852,Non-consumable,5.03,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616736
3397,Regular,FDN03,249.6408,1001.3632,Food,9.8,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211814
3398,Non-Edible,NCT30,47.1718,141.8154,Non-consumable,9.1,OUT019,Tier 1,Small,Grocery Store,train,28,1.74774004
3399,Low Fat,FDC50,93.3094,285.6282,Food,15.85,OUT010,Tier 3,Small,Grocery Store,train,15,1.668704105
3400,Regular,FDE11,183.5924,7033.5112,Food,17.7,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.941543727
3401,Low Fat,FDM03,106.0938,2679.845,Food,12.65,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999128683
3402,Non-Edible,NCP05,150.3024,2580.6408,Non-consumable,19.6,OUT018,Tier 3,Medium,Supermarket Type2,train,4,0.741915223
3403,Low Fat,FDJ41,261.2594,2878.2534,Food,6.85,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211808
3404,Low Fat,FDR47,196.7794,6242.5408,Food,17.85,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384461
3405,Low Fat,FDK36,50.4034,340.2238,Food,7.09,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656441
3406,Low Fat,FDQ23,103.3332,2050.664,Food,6.55,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095309
3407,Non-Edible,NCK42,215.9192,7334.4528,Non-consumable,7.475,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.994384484
3408,Non-Edible,NCO06,35.9558,67.9116,Non-consumable,19.25,OUT010,Tier 3,Small,Grocery Store,train,15,1.671196722
3409,Low Fat,FDV24,149.905,2546.685,Food,5.635,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.004073579
3410,Low Fat,FDK40,262.091,4207.856,Food,7.035,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
3411,Regular,FDT23,77.5986,1947.465,Food,7.72,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447674
3412,Low Fat,FDB50,77.9986,1168.479,Food,13,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002514933
3413,Non-Edible,NCF43,142.147,1717.764,Non-consumable,8.51,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.85383686
3414,Regular,FDU26,119.0782,1549.3166,Food,16.7,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993377948
3415,Regular,FDC10,121.6098,1566.6274,Food,9.8,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.99976378
3416,Low Fat,FDK51,266.1884,3179.8608,Food,19.85,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001554685
3417,Low Fat,FDV09,146.6734,296.9468,Food,12.1,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801962
3418,Low Fat,DRL37,43.677,562.601,Drink,15.5,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.001554743
3419,Regular,FDQ45,182.3608,1102.5648,Food,9.5,OUT010,Tier 3,Small,Grocery Store,train,15,0.875711981
3420,Regular,FDO45,88.5856,1845.5976,Food,13.15,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612665
3421,Low Fat,FDP27,190.853,2466.789,Food,8.155,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023071
3422,Non-Edible,NCE07,143.1154,1843.6002,Non-consumable,8.18,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001255869
3423,Low Fat,FDL26,155.2972,5141.3076,Food,18,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612664
3424,Regular,FDL09,169.2816,1174.4712,Food,19.6,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763775
3425,Non-Edible,NCA17,148.8392,2684.5056,Non-consumable,20.6,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.852167656
3426,Non-Edible,NCL29,156.4604,2535.3664,Non-consumable,9.695,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.00487525
3427,Low Fat,FDS20,183.9292,2918.8672,Food,8.85,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875263
3428,Non-Edible,NCD19,53.2614,552.614,Non-consumable,8.93,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.742195169
3429,Low Fat,FDF05,261.291,3418.883,Food,17.5,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3430,Low Fat,FDI44,78.4328,1467.4232,Food,16.1,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875248
3431,Non-Edible,NCY29,54.693,679.116,Non-consumable,13.65,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236221
3432,Regular,FDC60,87.0514,88.5514,Food,5.425,OUT010,Tier 3,Small,Grocery Store,train,15,1.670801944
3433,Low Fat,DRL49,140.5812,427.4436,Drink,13.15,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236228
3434,Regular,FDT39,152.8366,3778.415,Food,6.26,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.00385814
3435,Regular,FDE50,186.4556,5069.4012,Food,19.7,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472557
3436,Regular,FDK25,169.3474,3874.2902,Food,11.6,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612651
3437,Low Fat,DRK13,199.7084,3571.3512,Drink,11.8,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278115
3438,Low Fat,DRD24,141.0154,1701.7848,Drink,13.85,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002278118
3439,Low Fat,FDX60,80.996,1757.712,Food,14.35,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.99922324
3440,Low Fat,FDT40,128.3678,127.1678,Food,5.985,OUT019,Tier 1,Small,Grocery Store,train,28,1.748152998
3441,Regular,FDJ20,122.4388,1238.388,Food,20.7,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000236223
3442,Regular,FDI58,91.712,2050.664,Food,7.64,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249692
3443,Regular,FDX04,47.3376,1150.5024,Food,19.6,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1
3444,Low Fat,FDK55,87.2172,802.9548,Food,18.5,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258878
3445,Non-Edible,NCH06,247.946,3202.498,Non-consumable,12.3,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095305
3446,Non-Edible,NCG54,170.8106,4619.9862,Non-consumable,12.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249682
3447,Regular,FDN46,102.6332,2153.1972,Food,7.21,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.999810913
3448,Regular,FDS46,118.2782,715.0692,Food,17.6,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095304
3449,Regular,FDM24,152.8366,1964.7758,Food,6.135,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.005656409
3450,Non-Edible,NCC07,104.5964,1262.3568,Non-consumable,19.6,OUT049,Tier 1,Medium,Supermarket Type1,train,14,0.999763796
3451,Low Fat,DRG51,164.9526,2302.3364,Drink,12.1,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472504
3452,Non-Edible,NCS53,158.3604,1109.2228,Non-consumable,14.5,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616789
3453,Regular,FDC33,196.4768,2561.9984,Food,8.96,OUT046,Tier 1,Small,Supermarket Type1,train,16,1
3454,Low Fat,FDD14,183.5266,4426.2384,Food,20.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381138
3455,Low Fat,FDJ52,159.8578,2246.4092,Food,7.145,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776768
3456,Regular,FDV33,258.3304,4133.2864,Food,9.6,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249705
3457,Regular,FDY33,157.4262,3978.155,Food,14.5,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472552
3458,Regular,FDE28,229.4668,460.7336,Food,9.5,OUT019,Tier 1,Small,Grocery Store,train,28,1.749097299
3459,Low Fat,FDA57,41.048,918.804,Food,18.85,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.001249684
3460,Low Fat,DRC27,243.6802,1965.4416,Drink,13.8,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.003858122
3461,Regular,FDA27,256.3672,1022.6688,Food,20.35,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028025
3462,Low Fat,FDO57,159.3578,4492.8184,Food,20.75,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023073
3463,Low Fat,FDZ44,115.8808,1523.3504,Food,8.185,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998023065
3464,Low Fat,FDA58,233.6932,1414.1592,Food,9.395,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999262305
3465,Low Fat,DRB01,187.753,1518.024,Drink,7.39,OUT049,Tier 1,Medium,Supermarket Type1,train,14,1.000776761
3466,Low Fat,FDX45,156.963,2816.334,Food,16.75,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.00251493
3467,Regular,FDY12,50.0008,506.008,Food,9.8,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004095309
3468,Non-Edible,NCZ29,127.7362,1761.7068,Non-consumable,15,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472564
3469,Low Fat,FDF09,37.4848,186.424,Food,6.215,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.002515
3470,Low Fat,FDR48,150.5024,3187.8504,Food,11.65,OUT017,Tier 2,Small,Supermarket Type1,train,6,1.004875247
3471,Non-Edible,NCH29,95.8726,2153.1972,Non-consumable,5.51,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999167832
3472,Regular,FDN08,117.5466,824.9262,Food,7.72,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002028028
3473,Non-Edible,NCN30,97.441,772.328,Non-consumable,16.35,OUT013,Tier 3,High,Supermarket Type1,train,26,0.99761681
3474,Low Fat,FDS12,125.4362,755.0172,Food,9.1,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740048
3475,Regular,FDN58,230.9984,4633.968,Food,13.8,OUT013,Tier 3,High,Supermarket Type1,train,26,0.998391717
3476,Low Fat,FDF50,197.6768,2956.152,Food,4.905,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.002539958
3477,Non-Edible,NCR54,198.211,1964.11,Non-consumable,16.35,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447681
3478,Low Fat,FDQ21,120.8756,3150.5656,Food,21.25,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998447677
3479,Low Fat,FDA13,39.9506,645.1602,Food,15.85,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997381139
3480,Regular,FDY47,128.931,1428.141,Food,8.6,OUT018,Tier 3,Medium,Supermarket Type2,train,4,1.001019667
3481,Non-Edible,NCF31,150.2024,1821.6288,Non-consumable,9.13,OUT013,Tier 3,High,Supermarket Type1,train,26,0.997616779
3482,Low Fat,FDL44,162.7894,5500.8396,Food,18.25,OUT027,Tier 3,Medium,Supermarket Type3,train,28,0.993612599
3483,Regular,FDT51,110.6544,223.7088,Food,11.65,OUT019,Tier 1,Small,Grocery Store,train,28,1.747740016
3484,Non-Edible,NCF31,153.1024,303.6048,Non-consumable,9.13,OUT019,Tier 1,Small,Grocery Store,train,28,1.748152992
3485,Non-Edible,NCK31,50.6666,666.4658,Non-consumable,10.895,OUT046,Tier 1,Small,Supermarket Type1,train,16,0.998211817
3486,Low Fat,DRM47,191.0846,1337.5922,Drink,9.3,OUT045,Tier 2,Small,Supermarket Type1,train,11,1.000472571
3487,Low Fat,FDL40,97.741,1158.492,Food,17.7,OUT013,Tier 3,High,Supermarket Type1,train,26,0.999262319
3488,Low Fat,FDT34,107.1964,420.7856,Food,9.3,OUT010,Tier 3,Small,Grocery Store,train,15,1.668704101
3489,Regular,FDP40,112.7544,1789.6704,Food,4.555,OUT035,Tier 2,Small,Supermarket Type1,train,9,0.998258908
